Created_Date,Price,Area,Bedrooms,Bathrooms,Parking_Spaces,Latitude,Longitude,Neighborhood
2018,823000.0,88,3,1,2,-23.60053095,-46.619183971640624,Vila Firmiano Pinto
2020,979970.0,105,3,2,1,-23.57096480269642,-46.65472394043601,Jardim Paulista
2018,800000.0,65,3,2,1,-23.5348966,-46.6782594,Sumaré
2018,1450000.0,104,3,2,1,-23.567242274279923,-46.66121656244388,Jardim Paulista
2018,950000.0,107,3,2,2,-23.50338232347761,-46.63583919861132,Santana
2018,1450000.0,75,3,2,2,-21.7694987,-52.1201544,Vila Castelo
2022,940000.0,87,3,2,2,-23.5284554,-46.74254252124808,Vila Leopoldina
2022,985800.0,73,3,2,2,-23.46519239949209,-46.63419447494014,Parque Mandaqui
2018,1194940.0,119,3,2,2,-23.56569797471156,-46.60141753972186,Mooca
2018,2200000.0,160,3,2,2,-23.4997001648224,-46.57270972715956,Jardim Japão
2021,3090000.0,227,3,2,2,-23.570938592743243,-46.65667869842803,Jardim Paulista
2018,1260000.0,77,3,2,2,-23.573052447192325,-46.61358373200877,Vila Monumento
2018,1602317.3015935991,128,3,2,2,-23.5325045,-46.67472411119223,Perdizes
2018,7500000.0,223,3,2,3,-23.585335824018657,-46.680737533884624,Itaim Bibi
2018,1915000.0,142,3,2,3,-23.53390655,-46.68522639643417,Perdizes
2023,3000000.0,188,3,2,3,-23.520000657416965,-46.72616383929069,Vila Leopoldina
2018,3250000.0,238,3,3,1,-23.539713915003706,-46.65597957183758,Santa Cecília
2018,1385000.0,115,3,3,1,-23.56041655,-46.6638005430262,Jardim Paulista
2018,1079000.0,142,3,3,1,-23.543232698893373,-46.65144182915056,Higienópolis
2021,1200000.0,122,3,3,1,-23.571011098734434,-46.65567791195296,Jardim Paulista
2018,860000.0,72,3,3,1,-23.583635708525765,-46.636263651002736,Vila Mariana
2023,2200000.0,121,3,3,1,-23.56208327167141,-46.65959172359016,Jardim Paulista
2019,998000.0,121,3,3,1,-23.5822701,-46.6397548,Vila Mariana
2021,1258500.0,112,3,3,2,-23.646251584244236,-46.66469881394303,Vila Mascote
2018,1980000.0,158,3,3,2,-23.546324355688625,-46.6879021754491,Sumaré
2018,1800000.0,107,3,3,2,-23.585202878969927,-46.64536319749995,Vila Mariana
2021,1299000.0,97,3,3,2,-23.53160439252717,-46.71623074280473,Alto da Lapa
2018,4260000.0,296,3,3,2,-23.56321244537484,-46.66363735298701,Cerqueira César
2020,1828495.0,115,3,3,2,-23.59766244378179,-46.681579693348496,Vila Olímpia
2021,900000.0,128,3,3,2,-23.5714498897353,-46.637940704408365,Aclimação
2018,1150000.0,158,3,3,2,-23.487343080340658,-46.6296153514729,Santana
2018,650000.0,237,3,3,2,-23.543839299630463,-46.56803693895952,Vila Gomes Cardim
2018,1602317.3015935991,78,3,3,2,-23.605631,-46.62803718851066,Chácara Inglesa
2019,1819980.0,167,3,3,3,-23.57268632888394,-46.64240302357707,Paraíso
2021,2750000.0,120,3,3,3,-23.599535415157337,-46.67758799600911,Vila Olímpia
2023,1800000.0,260,3,3,3,-23.49113514166285,-46.63072291081533,Santana
2023,1530000.0,147,3,3,3,-23.54292812476547,-46.56350284278508,Vila Gomes Cardim
2023,1000000.0,104,3,3,3,-23.539541991588784,-46.68304786168225,Perdizes
2018,2454000.0,150,3,3,3,-23.56585405,-46.65485405,Jardim Paulista
2019,3399980.0,120,3,4,1,-23.55698968990809,-46.66440291879316,Cerqueira César
2018,3353000.0,198,3,4,1,-23.530646020673423,-46.685471337371865,Vila Pompéia
2018,1999980.0,176,3,4,1,-23.562037739374706,-46.66598963198932,Cerqueira César
2018,3350000.0,239,3,5,1,-23.5610825,-46.66090903289269,Jardim Paulista
2018,2000000.0,172,3,4,1,-23.57374485,-48.02442576609145,Jardim Paulista
2018,2580000.0,204,3,5,1,-23.57374485,-48.02442576609145,Jardim Paulista
2018,2788000.0,161,3,4,1,-23.564151482710688,-46.65803919764362,Jardim Paulista
2018,2400000.0,240,3,5,1,-23.538828671392725,-46.65649748883376,Santa Cecília
2018,1320000.0,141,3,6,1,-23.535192916957616,-46.669850477192746,Perdizes
2024,2095000.0,147,3,4,1,-23.5737047,-46.6823072,Jardim Europa
2018,960000.0,122,3,4,2,-23.578698813890693,-46.76788955130752,Rio Pequeno
2018,1300000.0,158,3,4,2,-23.53462055,-46.676677591536965,Perdizes
2018,2938269.0,107,3,4,2,-23.64667690447366,-46.670292629404045,Vila Mascote
2018,2060000.0,165,3,4,2,-23.50303098306252,-46.63636767419938,Santana
2018,6990000.0,188,3,4,2,-23.633089861163725,-46.69070998428428,Santo Amaro
2021,2620000.0,196,3,5,2,-23.558217445492385,-46.66809948570061,Cerqueira César
2018,1602317.3015935991,104,3,4,2,-23.60577765620315,-46.62121388358258,Vila Gumercindo
2022,2370000.0,161,3,4,3,-23.52765005,-46.69139723213591,Vila Romana
2024,2550000.0,161,3,4,3,-23.597058509806896,-46.65053054786081,Vila Clementino
2021,3900000.0,213,3,6,3,-23.620007575935897,-46.701493424123456,Santo Amaro
2020,8700000.0,240,3,4,3,-23.54998618418832,-46.65422076718893,Consolação
2018,3190000.0,172,3,5,3,-23.52708280830156,-46.696999546060695,Vila Romana
2023,1950000.0,168,3,5,3,-23.53307801688935,-46.66850653976175,Perdizes
2023,3700000.0,156,3,4,3,-23.557253,-46.6651599,Jardim Paulista
2018,2600000.0,180,3,6,3,-23.591970707496102,-46.62918066382471,Jardim Vila Mariana
2018,2150000.0,144,3,5,3,-23.590362106026703,-46.62184342073911,Jardim Vila Mariana
2024,1990000.0,153,3,5,3,-23.5284554,-46.74254252124808,Vila Leopoldina
2019,3698000.0,236,3,6,4,-23.5795599243601,-46.63464242753587,Vila Mariana
2018,2750000.0,198,3,5,5,-23.66410432969318,-46.67859139903118,Jardim Marajoara
2018,8099000.0,385,3,4,4,-23.623279040993022,-46.67382946935149,Campo Belo
2018,4250000.0,251,3,4,4,-23.618743991877132,-46.68137648440344,Campo Belo
2018,1499980.0,130,3,4,4,-23.53806483251784,-46.67652227034262,Perdizes
2023,5500000.0,356,3,4,4,-23.622231353646125,-46.66995399444336,Campo Belo
2018,1100000.0,156,4,3,2,-23.559333163773168,-46.55768413033364,Jardim Anália Franco
2018,1499990.0,168,4,3,2,-23.59445041304348,-46.6443242,Vila Clementino
2018,990000.0,144,4,3,2,-23.6423096,-46.6690223,Vila Alexandria
2018,1600000.0,227,4,3,2,-23.564272635170354,-46.649058935745614,Bela Vista
2019,2219970.0,150,4,3,2,-23.59338487006102,-46.67408284708732,Vila Olímpia
2023,799888.0,180,4,3,2,-23.5596183,-46.59958218850849,Mooca
2018,1699970.0,197,4,3,3,-23.60706613523346,-46.65635869289227,Indianópolis
2018,2930000.0,225,4,3,3,-23.597085,-46.6628884,Moema
2018,3200000.0,168,4,3,3,-23.54955615013998,-46.65523830022073,Consolação
2024,2580000.0,199,4,4,2,-23.603020596153844,-46.67088237307692,Indianópolis
2024,6949000.0,252,4,5,2,-23.54511565,-46.65487422315336,Higienópolis
2018,2385000.0,234,4,5,2,-23.6325985200546,-46.73234799172522,Vila Andrade
2018,3386000.0,162,4,5,2,-23.53815860607776,-46.67660299115147,Perdizes
2018,2300000.0,290,4,6,2,-23.53843749959988,-46.65775440029301,Santa Cecília
2022,2200000.0,152,4,5,2,-23.57374485,-48.02442576609145,Jardim Paulista
2018,3889980.0,167,4,4,2,-23.57028584560777,-46.6549395504344,Jardim Paulista
2018,1890000.0,147,4,4,2,-23.520165779533908,-46.73058058174392,Vila Leopoldina
2018,1980000.0,188,4,4,3,-23.5379738,-46.6580955,Santa Cecília
2018,3500000.0,346,4,4,3,-23.54769895,-46.65658645,Higienópolis
2021,1350000.0,170,4,5,3,-23.54008401100451,-46.68477652108545,Sumaré
2021,5500000.0,350,4,5,3,-23.649355822080505,-46.69398757983691,Santo Amaro
2024,1600000.0,159,4,5,3,-23.48451545,-46.619183807619024,Água Fria
2018,5033016.0,269,4,6,3,-23.6117397,-46.66729101736569,Indianópolis
2018,2621032.0,191,4,4,3,-23.47541175,-46.61188011216644,Tucuruvi
2018,3290000.0,330,6,6,3,-23.5511739676126,-46.70671727165425,Alto de Pinheiros
2018,4100000.0,251,4,6,3,-23.58201506044492,-46.67449954380559,Itaim Bibi
2018,2936000.0,169,4,6,3,-23.59484616188046,-46.639687303021645,Vila Mariana
2022,5000000.0,314,4,6,5,-23.555647968095418,-46.56189664870736,Jardim Anália Franco
2018,3500000.0,230,4,5,4,-23.53724008064516,-46.66823891612903,Perdizes
2018,4200000.0,220,4,6,4,-23.58627713383772,-46.64515300884766,Vila Mariana
2022,510000.0,35,1,1,1,-23.568032950000003,-46.66087517494153,Jardim Paulista
2018,500000.0,32,1,1,1,-23.62493998837156,-46.68660785860788,Santo Amaro
2018,360000.0,42,1,1,1,-23.5632985,-46.6329563,Aclimação
2018,250000.0,40,1,1,1,-23.471168431809723,-46.6529499894746,Vila Amélia
2018,530000.0,59,1,1,1,-23.54938845,-46.61606565700796,Brás
2018,475000.0,35,1,1,1,-23.6136382,-46.6343864,Saúde
2018,794000.0,41,1,1,1,-23.585733063310485,-46.64026271860092,Vila Mariana
2018,389000.0,33,1,1,1,-23.6127883,-46.66281807394737,Indianópolis
2018,550000.0,37,1,1,1,-23.582559584008568,-46.630793544680174,Vila Mariana
2022,1539000.0,75,1,2,1,-23.5655653,-46.6426919,Bela Vista
2018,538000.0,50,1,2,1,-23.629048140812287,-46.69090616405078,Santo Amaro
2023,530000.0,51,1,2,1,-23.61008995523752,-46.68184699215069,Brooklin Novo
2019,767000.0,45,1,2,1,-23.569772554143213,-46.69747585395739,Pinheiros
2022,923000.0,91,1,2,1,-23.407965148686834,-46.84243814600472,Centro
2018,2390000.0,80,1,2,1,-23.56746420281431,-46.65704252980297,Jardim Paulista
2018,750000.0,50,1,2,1,-23.5953296,-46.6768041,Vila Olímpia
2018,2100000.0,72,1,2,1,-23.7024007,-47.0268938,Jardim Monte Verde
2018,790000.0,60,1,2,1,-23.52842322356737,-46.66413081025584,Barra Funda
2021,500000.0,51,1,2,1,-23.61008995523752,-46.68184699215069,Brooklin Novo
2024,480000.0,51,2,1,1,-23.8454659,-46.1380866,Vila Bertioga
2023,466000.0,60,2,1,1,-23.61800938740724,-46.59780056225845,Sacomã
2021,982900.0,67,2,1,1,-23.56130663987125,-46.59736699936945,Mooca
2023,1050000.0,55,2,1,1,-23.550682560770827,-46.64799389511997,Consolação
2022,990000.0,69,2,1,1,-23.62681149561859,-46.663729669008255,Campo Belo
2018,1800000.0,90,2,1,2,-23.5943901,-46.6822487,Itaim Bibi
2018,685000.0,69,2,1,2,-23.4984292,-46.63652792551487,Santana
2023,899000.0,296,2,1,2,-23.5729126,-46.63300370160809,Aclimação
2018,910000.0,107,2,1,2,-23.626363672531348,-46.74337263291787,Vila Andrade
2018,1240000.0,64,2,2,1,-23.621527800000003,-46.68503808616829,Vila Cordeiro
2018,722000.0,61,2,2,1,-23.5309088,-46.66348984941352,Barra Funda
2024,470000.0,69,2,2,1,-23.61394723572671,-46.59753696359128,Sacomã
2023,742000.0,65,2,2,1,-23.64686490610052,-46.6687691075628,Vila Mascote
2018,650000.0,75,2,2,1,-23.53929084486408,-46.70393701762194,Vila Ipojuca
2023,745000.0,67,2,2,1,-23.60583563412369,-46.629110924515246,Chácara Inglesa
2023,670000.0,60,2,2,1,-23.51187696184719,-46.71625492767996,Vila Anastácio
2023,1450000.0,103,2,2,1,-23.586086750781263,-46.68034341927989,Itaim Bibi
2023,749000.0,73,2,2,1,-23.624635687746306,-46.66869253204855,Campo Belo
2023,995000.0,89,2,2,1,-23.57537930096916,-46.647629090602514,Paraíso
2022,750000.0,94,2,2,2,-23.5242502,-46.70209410516432,Vila Romana
2018,950000.0,67,2,2,2,-23.64861730509564,-46.66569409694617,Vila Mascote
2024,730000.0,84,2,2,2,-23.5319916,-46.71813806994207,Alto da Lapa
2021,477000.0,80,2,3,1,-23.625687,-46.7269894,Vila Andrade
2023,1000000.0,81,2,3,1,-22.9949554,-45.5381573,Vila Olímpia
2018,3500000.0,277,2,3,1,-23.5296595,-46.65189388826502,Santa Cecília
2018,1200000.0,105,2,3,1,-23.6074637,-46.6689221,Indianópolis
2018,1200000.0,160,2,3,1,-23.5601219,-46.6500338,Bela Vista
2018,940000.0,68,2,3,1,-23.6107518572785,-46.63435983574263,Chácara Inglesa
2018,1720000.0,100,2,3,2,-23.622231353646125,-46.66995399444336,Campo Belo
2018,1950000.0,79,2,3,2,-23.609170923026312,-46.664357279166666,Indianópolis
2019,2450000.0,106,2,3,2,-23.5711193,-46.6373845,Aclimação
2018,2000000.0,105,2,3,2,-23.58201506044492,-46.67449954380559,Itaim Bibi
2018,950000.0,90,2,3,2,-23.53031920810714,-46.690316410969686,Perdizes
2018,1480000.0,86,2,3,2,-23.61020908769568,-46.65933499338866,Indianópolis
2018,2385000.0,121,2,3,2,-23.5436364,-46.65567905689326,Higienópolis
2023,2300000.0,162,2,3,2,-23.56089789324373,-46.6570958436789,Jardim Paulista
2022,4300000.0,215,2,4,2,-23.567607973845256,-46.65850722671164,Cerqueira César
2020,1800000.0,109,2,4,2,-23.62160401385712,-46.67418735132427,Campo Belo
2018,4100399.0,165,2,4,2,-23.57957628052477,-46.695698191192605,Cidade Jardim
2018,4850000.0,155,2,4,2,-23.54407765560309,-46.721964354607564,Alto de Pinheiros
2018,5000000.0,195,2,4,2,-23.224583287546952,-45.9009487444727,Jardim América
2018,2600000.0,130,2,4,2,-23.56715675,-46.6931338386368,Pinheiros
2024,2515000.0,108,2,4,2,-23.579465084589025,-46.673280870640205,Itaim Bibi
2019,1900000.0,109,2,4,2,-23.62160401385712,-46.67418735132427,Campo Belo
2018,1890000.0,121,2,4,2,-23.0503416,-47.8327759,Vila Nova Conceição
2018,339000.0,63,3,1,1,-23.5128582,-47.5063654,Jardim Íris
2018,325000.0,60,3,1,1,-23.1491477,-46.867894740933785,Sítio Pinheirinho
2018,1169980.0,87,3,1,1,-23.579465084589025,-46.673280870640205,Itaim Bibi
2018,580000.0,89,3,1,1,-23.5380544,-46.718332155547664,Alto da Lapa
2024,549000.0,73,3,1,2,-23.6274215,-46.59799525929052,Vila das Mercês
2021,1290000.0,88,3,1,2,-23.5198331,-46.72917628435057,Vila Leopoldina
2018,580000.0,80,3,1,2,-23.48347976473521,-46.60998917850272,Tucuruvi
2018,1200000.0,108,3,1,2,-23.5606808,-46.5971924,Mooca
2018,480000.0,67,3,1,2,-23.5402524,-46.5766424,Tatuapé
2018,1325000.0,116,3,1,2,-23.585976966420898,-46.645993717046345,Vila Mariana
2018,1255000.0,95,3,1,2,-23.56306095,-46.68483731269429,Pinheiros
2018,1199000.0,66,3,2,1,-23.612307,-46.66836425,Indianópolis
2018,800000.0,86,3,2,1,-23.5515088,-46.60212283803335,Mooca
2022,830000.0,79,3,2,1,-23.60273273401136,-46.60532940953165,Vila Dom Pedro I
2021,740000.0,86,3,2,1,-23.5137228,-46.62600613655272,Santana
2018,989000.0,103,3,2,1,-23.56130485,-46.68146224195843,Pinheiros
2022,1500000.0,105,3,2,1,-23.580281007296318,-46.67276119801773,Itaim Bibi
2018,1850000.0,183,3,2,1,-23.530800664069783,-46.67775160524681,Perdizes
2023,1800000.0,110,3,2,1,-23.55698968990809,-46.66440291879316,Cerqueira César
2023,580000.0,96,3,2,1,-23.47039788408297,-46.630341466448535,Parque Mandaqui
2018,850000.0,90,3,2,1,-23.5362761,-46.68239214419248,Perdizes
2018,1850000.0,105,3,2,2,-23.568295,-46.69905940105443,Pinheiros
2022,840000.0,64,3,2,2,-23.518734104143867,-46.689269395002654,Água Branca
2024,450000.0,70,3,2,2,-23.63634196028502,-46.7353732968388,Vila Andrade
2022,559000.0,65,3,2,2,-23.495872400000003,-46.622246067033856,Santana
2018,1194172.0,84,3,2,2,-23.6302104793616,-46.69389762798348,Santo Amaro
2022,580000.0,70,3,2,2,-23.4898406,-46.63952663994566,Santa Teresinha
2024,2990000.0,187,3,2,3,-23.605374154929574,-46.66623066760564,Moema
2018,1908000.0,170,3,2,3,-23.529112834537468,-46.72487522242535,Bela Aliança
2018,2700000.0,274,3,2,3,-23.54139086269906,-46.66025542580008,Higienópolis
2024,980000.0,100,3,2,3,-23.60662585,-46.63562031122159,Vila Mariana
2018,4770000.0,155,3,2,3,-23.5965041,-46.6816289,Vila Olímpia
2018,2400000.0,260,3,2,3,-23.6299339,-46.670417,Campo Belo
2018,1176000.0,110,3,3,1,-23.60263425,-46.680217,Vila Olímpia
2018,950000.0,109,3,3,1,-23.530800664069783,-46.67775160524681,Perdizes
2018,1200000.0,200,3,3,1,-23.5378492431434,-46.670096282422286,Perdizes
2021,2200000.0,145,3,3,1,-23.579465084589025,-46.673280870640205,Itaim Bibi
2018,1100000.0,105,3,3,1,-23.58228209113992,-46.6727369387829,Itaim Bibi
2018,1490000.0,130,3,3,1,-23.5436686,-46.65668155,Higienópolis
2018,1150000.0,96,3,3,1,-23.517182282887163,-46.71253769087785,Vila Anastácio
2018,1650000.0,170,3,3,1,-23.534239954034387,-46.65351530152474,Santa Cecília
2018,1500000.0,115,3,3,1,-23.60438222954761,-46.66572729662018,Moema
2018,1900000.0,144,3,3,2,-23.5289755476554,-46.570298266251534,Parque São Jorge
2023,739000.0,105,3,3,2,-23.517790093105983,-46.71781261398835,Vila Anastácio
2021,1425000.0,128,3,3,2,-23.5714498897353,-46.637940704408365,Aclimação
2018,1499000.0,108,3,3,2,-23.607907888677413,-46.63245192525106,Chácara Inglesa
2018,645000.0,122,3,3,2,-23.55752260841284,-46.6035353980955,Mooca
2023,2350000.0,137,3,3,3,-23.532876590092837,-46.67342274375568,Perdizes
2018,1580000.0,160,3,3,3,-23.59795929732304,-46.6087939240226,Vila Dom Pedro I
2018,7000000.0,200,3,3,3,-23.562208476661723,-46.66024132258611,Cerqueira César
2020,1119000.0,98,3,3,3,-23.567607973845256,-46.65850722671164,Cerqueira César
2022,1150000.0,100,3,3,3,-23.51119780197149,-46.66014399776708,Casa Verde
2023,1300000.0,96,3,3,3,-23.61356673235428,-46.62548820113288,Saúde
2018,2900000.0,233,3,3,3,-23.62509795,-46.67639915,Campo Belo
2018,2600000.0,190,3,4,1,-23.562208476661723,-46.66024132258611,Cerqueira César
2018,2700000.0,117,3,4,1,-23.56045645,-46.669359440326105,Jardim Paulista
2018,1280000.0,191,3,4,1,-23.534239954034387,-46.65351530152474,Santa Cecília
2024,1590000.0,134,3,4,1,-23.53854755,-46.65790203623189,Santa Cecília
2018,1750000.0,134,3,5,2,-23.517182282887163,-46.71253769087785,Vila Anastácio
2021,3698000.0,168,3,5,2,-23.596620640817168,-46.64053054927741,Vila Mariana
2021,4365000.0,165,3,5,2,-23.60210215579904,-46.66509723455112,Indianópolis
2022,2799000.0,130,3,4,2,-23.549876621292416,-46.681044226668696,Pinheiros
2018,1662000.0,129,3,4,2,-23.49143916439212,-46.61491710535119,Vila Paulicéia
2023,2000000.0,109,3,4,2,-23.62160401385712,-46.67418735132427,Campo Belo
2018,1200000.0,125,3,5,2,-23.50668726689393,-46.60253428239845,Vila Guilherme
2022,1280000.0,125,3,4,2,-23.64861730509564,-46.66569409694617,Vila Mascote
2018,2650000.0,151,3,5,3,-23.59061804530933,-46.64785319490549,Vila Mariana
2018,7861000.0,232,3,5,3,-23.569515903817763,-46.68996203337287,Pinheiros
2018,2650000.0,210,3,4,3,-23.58077537725328,-46.59043518962038,Vila Prudente
2019,1300000.0,200,3,5,3,-23.54964905,-46.5697447,Vila Gomes Cardim
2018,2450000.0,129,3,5,3,-23.59859914485416,-46.64803826375925,Vila Clementino
2018,4422600.0,182,3,5,3,-23.535983680361557,-46.71312178933063,Vila Ida
2020,3649000.0,211,3,5,3,-23.589819331534606,-46.64847702297127,Vila Mariana
2018,2380000.0,186,3,4,4,-23.555647968095418,-46.56189664870736,Jardim Anália Franco
2022,3200000.0,172,3,5,4,-23.53625555,-46.6783601853452,Perdizes
2018,6400000.0,550,3,5,5,-23.53510135,-46.66468810513272,Perdizes
2022,2900000.0,176,3,4,4,-23.555647968095418,-46.56189664870736,Jardim Anália Franco
2018,1400000.0,184,3,4,4,-23.63308130436349,-46.73312845377042,Vila Andrade
2023,5000000.0,220,3,4,4,-23.553757266357973,-46.71416790882457,Alto de Pinheiros
2018,1490000.0,180,3,5,4,-23.5784693,-46.59026633648341,Parque da Mooca
2018,2935000.0,192,3,6,4,-23.618743991877132,-46.68137648440344,Campo Belo
2018,2790000.0,173,3,5,4,-23.53460465,-46.68370947753391,Perdizes
2018,1700000.0,248,3,4,4,-23.592042881783488,-46.627632964189125,Jardim Vila Mariana
2023,3200000.0,410,3,5,4,-23.52413105,-46.71354185,Alto da Lapa
2018,5500000.0,340,3,5,4,-23.59886435,-46.66394935,Moema
2018,1600000.0,151,4,3,2,-23.5480984,-46.6555086,Higienópolis
2018,1379980.0,198,4,3,2,-23.61940324253213,-46.68120359621721,Campo Belo
2019,2190000.0,208,4,3,2,-23.54229015,-46.65150390039608,Higienópolis
2018,1789990.0,150,4,3,2,-23.5212607515132,-46.730487743362055,Vila Leopoldina
2023,1750000.0,164,4,3,2,-23.53494989929506,-46.6601573420288,Santa Cecília
2018,2950000.0,272,4,3,3,-23.622231353646125,-46.66995399444336,Campo Belo
2018,1699990.0,197,4,3,3,-23.607052450044947,-46.65634592096867,Indianópolis
2018,1699990.0,197,4,3,3,-23.6070113944794,-46.65630760519785,Indianópolis
2022,6700000.0,270,4,3,3,-23.550750916044787,-46.71911456610721,Alto de Pinheiros
2018,2800000.0,200,4,3,3,-23.6032711,-46.66411194662162,Moema
2018,2800000.0,252,4,3,3,-23.56772525,-46.653249026729256,Jardim Paulista
2018,2822783.0,162,4,4,2,-23.53359715,-46.67698934158703,Perdizes
2021,1918000.0,146,4,5,2,-23.58139250400484,-46.6385375819016,Vila Mariana
2022,1829000.0,160,4,4,2,-23.59261293859234,-46.61252870896424,Vila Dom Pedro I
2018,1900000.0,153,4,5,2,-23.525880962284077,-46.73855702647702,Vila Leopoldina
2018,950000.0,127,4,4,2,-23.5492225,-46.53972655243448,Vila Carrão
2023,2950000.0,256,4,4,2,-23.5469707,-46.65911310395066,Consolação
2018,1200000.0,135,4,4,2,-23.5289755476554,-46.570298266251534,Parque São Jorge
2018,2100000.0,490,4,5,2,-23.5393517,-46.59230454542348,Belenzinho
2018,6000000.0,160,4,5,2,-23.546748935714263,-46.66065313702688,Consolação
2022,1602317.3015935991,147,4,4,2,-23.520165779533908,-46.73058058174392,Vila Leopoldina
2018,3650000.0,234,4,4,3,-23.53143381827845,-46.72722695051036,Vila Leopoldina
2018,2700000.0,236,4,4,3,-23.151672,-47.0537507,Paraíso
2019,2650000.0,186,4,5,3,-23.56839480632922,-46.59496429372176,Parque da Mooca
2018,2950000.0,162,4,4,3,-23.60981507328086,-46.65896156263556,Indianópolis
2024,10085000.0,251,4,6,3,-23.570910128813253,-46.65070727511248,Paraíso
2019,2230845.0,170,4,5,3,-23.515127064244783,-46.58432209277829,Vila Maria
2018,2650000.0,172,4,4,3,-23.56976185,-46.62613755,Aclimação
2018,4879517.0,254,4,6,3,-23.608292023632533,-46.66857798853405,Moema
2018,4500000.0,335,10,10,3,-23.601787158747022,-46.65664561847216,Indianópolis
2018,5700000.0,182,4,5,4,-23.60434913712852,-46.66835011482597,Moema
2018,9000000.0,500,4,6,5,-23.742279732664063,-46.65760685537178,Cantinho do Céu
2023,7000000.0,269,4,7,5,-23.58627713383772,-46.64515300884766,Vila Mariana
2018,5950000.0,425,4,5,7,-23.54948822081157,-46.56404642326729,Vila Gomes Cardim
2019,4500000.0,220,4,5,4,-23.553757266357973,-46.71416790882457,Alto de Pinheiros
2018,3650000.0,174,4,5,4,-23.53625555,-46.6783601853452,Perdizes
2018,2500000.0,220,4,5,4,-23.48332915,-46.61645220428997,Água Fria
2019,1779400.0,268,4,5,4,-23.54948245,-46.562473016938405,Tatuapé
2018,2000000.0,62,1,1,1,-23.568124,-46.66174354201031,Jardim Paulista
2021,636000.0,37,1,1,1,-23.61896915,-46.68174833147724,Campo Belo
2018,330000.0,41,1,1,1,-23.48343903943759,-46.59021659245532,Vila Medeiros
2018,1260894.0,50,1,1,1,-23.6059656,-46.6642607,Indianópolis
2018,175000.0,29,1,1,1,-23.744759619806707,-46.38329589561126,Centro
2021,800000.0,43,1,1,1,-23.63646812507716,-46.6933781424135,Santo Amaro
2018,880000.0,56,1,1,1,-23.55120025,-46.647258665861536,Consolação
2020,760000.0,42,1,1,1,-23.586076727531747,-46.67634761829571,Itaim Bibi
2022,2512000.0,79,1,2,1,-23.56734603452803,-46.65878935782556,Jardim Paulista
2018,860000.0,78,1,2,1,-23.61810105,-46.63314125,Vila da Saúde
2019,796980.0,63,1,2,1,-23.569191169265583,-46.646876696621206,Bela Vista
2024,430000.0,68,1,2,1,-23.5569047,-46.6500584093213,Bela Vista
2018,955000.0,72,1,2,1,-23.6029940604341,-46.67736530486265,Vila Olímpia
2018,1150000.0,61,1,2,1,-23.5892049,-46.6839228,Itaim Bibi
2018,609000.0,40,1,2,1,-23.55120025,-46.647258665861536,Consolação
2018,595000.0,43,1,2,1,-23.5636763,-46.644484,Bela Vista
2018,345000.0,56,2,1,1,-23.4911353,-47.2283566,Sítio Morro Grande
2018,460000.0,46,2,1,1,-23.472195032146438,-46.65292630022164,Vila Amélia
2018,309900.0,60,2,1,1,-23.482478662188075,-46.62221955667783,Água Fria
2024,325000.0,54,2,1,1,-23.545792928712583,-46.44789071938601,Vila Carmosina
2018,244000.0,50,2,1,1,-23.61304075704105,-46.59721375638944,Sacomã
2018,490000.0,74,2,1,1,-23.682909041156748,-46.67925460531136,Vila Campo Grande
2018,290000.0,49,2,1,1,-23.52718775603765,-46.52531886078306,Vila Esperança
2018,1602317.3015935991,45,2,1,1,-23.466913828416644,-46.576039866033874,Jardim Modelo
2024,800000.0,120,2,1,2,-23.51728640512524,-46.61140021433879,Vila Guilherme
2021,839000.0,76,2,1,2,-23.61774280618882,-46.62822215270141,Vila da Saúde
2020,899990.0,80,2,1,2,-23.52858455607576,-46.7041481507276,Vila Ipojuca
2020,389000.0,40,2,1,2,-23.529794966956636,-46.52636469328633,Vila Esperança
2018,420000.0,62,2,1,2,-23.5059269,-46.6561379,Casa Verde
2018,678000.0,84,2,1,2,-23.6000836,-46.61147795400314,Vila Dom Pedro I
2018,360000.0,56,2,1,2,-23.8454659,-46.1380866,Vila Bertioga
2018,595000.0,75,2,1,2,-23.474844,-46.72665968203836,Jardim Cidade Pirituba
2018,460000.0,62,2,1,2,-23.625687,-46.7269894,Vila Andrade
2018,1350000.0,58,2,2,1,-23.561576782936825,-46.67410501786462,Pinheiros
2023,430000.0,56,2,2,1,-23.5997901,-46.5765412,Vila Prudente
2021,523000.0,67,2,2,1,-23.57961975,-46.572127900000005,Vila Prudente
2021,350000.0,82,2,2,1,-23.54247634419121,-46.525166019447575,Vila Matilde
2023,1300000.0,85,2,2,1,-23.53379817399374,-46.68164435277348,Perdizes
2023,1550000.0,98,2,2,1,-23.586173414082246,-46.67514128582773,Itaim Bibi
2018,1600000.0,71,2,2,1,-23.606634259971585,-46.66635610837061,Indianópolis
2024,389000.0,48,2,2,1,-23.599396344305127,-46.67789092051166,Vila Olímpia
2023,585000.0,57,2,2,1,-23.626214877830066,-46.74037981364699,Vila Andrade
2018,1200000.0,70,2,2,2,-23.622231353646125,-46.66995399444336,Campo Belo
2018,925000.0,55,2,2,2,-23.6120812,-46.66611741327839,Indianópolis
2018,1350000.0,60,2,2,2,-23.5438988,-46.66314215860292,Higienópolis
2023,750000.0,64,2,2,2,-23.498915074441246,-46.74523320291871,Vila Mangalot
